capture_date,GMT_capture_time,Country,Statements of Support,Threshold,Percentage,snapshot_url
2025-04-22,14:59:30,Cyprus,560,4230,13.24,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Czechia,7361,14805,49.72,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Denmark,11944,9870,121.01,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Estonia,2875,4935,58.26,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Finland,15188,9870,153.88,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,France,48558,55695,87.19,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Germany,97520,67680,144.09,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Greece,4909,14805,33.16,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Hungary,9744,14805,65.82,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Ireland,10257,9165,111.91,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Italy,24487,53580,45.70,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Latvia,2595,5640,46.01,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Lithuania,4856,7755,62.62,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Luxembourg,942,4230,22.27,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Malta,522,4230,12.34,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Netherlands,26204,20445,128.17,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Poland,52317,36660,142.71,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Portugal,8334,14805,56.29,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Romania,12265,23265,52.72,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Slovakia,4941,9870,50.06,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Slovenia,2453,5640,43.49,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Spain,35910,41595,86.33,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Sweden,19625,14805,132.56,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,14:59:30,Total number of signatories,436847,,,https://web.archive.org/web/20250422145930/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Austria,9980,13395,74.51,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Belgium,13818,14805,93.33,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Bulgaria,4554,11985,38.00,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Croatia,4128,8460,48.79,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Cyprus,560,4230,13.24,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Czechia,7361,14805,49.72,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Denmark,11944,9870,121.01,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Estonia,2875,4935,58.26,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Finland,15188,9870,153.88,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,France,48558,55695,87.19,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Germany,97520,67680,144.09,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Greece,4909,14805,33.16,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Hungary,9744,14805,65.82,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Ireland,10257,9165,111.91,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Italy,24487,53580,45.70,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Latvia,2595,5640,46.01,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Lithuania,4856,7755,62.62,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Luxembourg,942,4230,22.27,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Malta,522,4230,12.34,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Netherlands,26204,20445,128.17,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Poland,52317,36660,142.71,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Portugal,8334,14805,56.29,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Romania,12265,23265,52.72,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Slovakia,4941,9870,50.06,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Slovenia,2453,5640,43.49,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Spain,35910,41595,86.33,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Sweden,19625,14805,132.56,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-22,18:10:32,Total number of signatories,436847,,,https://web.archive.org/web/20250422181032/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Austria,10107,13395,75.45,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Belgium,13838,14805,93.47,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Bulgaria,4559,11985,38.04,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Croatia,4134,8460,48.87,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Cyprus,561,4230,13.26,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Czechia,7369,14805,49.77,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Denmark,11968,9870,121.26,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Estonia,2882,4935,58.40,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Finland,15232,9870,154.33,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,France,48733,55695,87.50,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Germany,97628,67680,144.25,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Greece,4913,14805,33.18,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Hungary,9797,14805,66.17,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Ireland,10275,9165,112.11,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Italy,24509,53580,45.74,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Latvia,2598,5640,46.06,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Lithuania,4923,7755,63.48,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Luxembourg,945,4230,22.34,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Malta,526,4230,12.43,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Netherlands,26234,20445,128.31,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Poland,52348,36660,142.79,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Portugal,8344,14805,56.36,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Romania,12298,23265,52.86,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Slovakia,4950,9870,50.15,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Slovenia,2456,5640,43.55,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Spain,36131,41595,86.86,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Sweden,19676,14805,132.90,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-26,16:51:54,Total number of signatories,437934,,,https://web.archive.org/web/20250426165154/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Austria,10119,13395,75.54,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Belgium,13849,14805,93.54,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Bulgaria,4573,11985,38.16,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Croatia,4138,8460,48.91,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Cyprus,562,4230,13.29,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Czechia,7380,14805,49.85,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Denmark,11978,9870,121.36,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Estonia,2884,4935,58.44,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Finland,15247,9870,154.48,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,France,48786,55695,87.59,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Germany,97706,67680,144.36,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Greece,4967,14805,33.55,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Hungary,9813,14805,66.28,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Ireland,10299,9165,112.37,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Italy,24536,53580,45.79,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Latvia,2599,5640,46.08,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Lithuania,4949,7755,63.82,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Luxembourg,945,4230,22.34,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Malta,526,4230,12.43,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Netherlands,26262,20445,128.45,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Poland,52376,36660,142.87,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Portugal,8350,14805,56.40,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Romania,12309,23265,52.91,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Slovakia,4953,9870,50.18,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Slovenia,2460,5640,43.62,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Spain,36169,41595,86.96,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Sweden,19717,14805,133.18,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-04-29,14:32:40,Total number of signatories,438452,,,https://web.archive.org/web/20250429143240/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Austria,10119,13395,75.54,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Belgium,13849,14805,93.54,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Bulgaria,4573,11985,38.16,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Croatia,4138,8460,48.91,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Cyprus,562,4230,13.29,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Czechia,7380,14805,49.85,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Denmark,11978,9870,121.36,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Estonia,2884,4935,58.44,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Finland,15247,9870,154.48,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,France,48786,55695,87.59,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Germany,97706,67680,144.36,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Greece,4967,14805,33.55,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Hungary,9813,14805,66.28,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Ireland,10299,9165,112.37,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Italy,24536,53580,45.79,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Latvia,2599,5640,46.08,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Lithuania,4949,7755,63.82,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Luxembourg,945,4230,22.34,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Malta,526,4230,12.43,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Netherlands,26262,20445,128.45,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Poland,52376,36660,142.87,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Portugal,8350,14805,56.40,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Romania,12309,23265,52.91,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Slovakia,4953,9870,50.18,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Slovenia,2460,5640,43.62,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Spain,36169,41595,86.96,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Sweden,19717,14805,133.18,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:30,Total number of signatories,438452,,,https://web.archive.org/web/20250502032830/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Austria,10119,13395,75.54,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Belgium,13849,14805,93.54,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Bulgaria,4573,11985,38.16,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Croatia,4138,8460,48.91,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Cyprus,562,4230,13.29,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Czechia,7380,14805,49.85,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Denmark,11978,9870,121.36,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Estonia,2884,4935,58.44,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Finland,15247,9870,154.48,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,France,48786,55695,87.59,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Germany,97706,67680,144.36,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Greece,4967,14805,33.55,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Hungary,9813,14805,66.28,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Ireland,10299,9165,112.37,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Italy,24536,53580,45.79,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Latvia,2599,5640,46.08,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Lithuania,4949,7755,63.82,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Luxembourg,945,4230,22.34,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Malta,526,4230,12.43,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Netherlands,26262,20445,128.45,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Poland,52376,36660,142.87,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Portugal,8350,14805,56.40,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Romania,12309,23265,52.91,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Slovakia,4953,9870,50.18,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Slovenia,2460,5640,43.62,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Spain,36169,41595,86.96,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Sweden,19717,14805,133.18,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-02,03:28:46,Total number of signatories,438452,,,https://web.archive.org/web/20250502032846/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Austria,10137,13395,75.68,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Belgium,13872,14805,93.70,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Bulgaria,4586,11985,38.26,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Croatia,4153,8460,49.09,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Cyprus,565,4230,13.36,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Czechia,7407,14805,50.03,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Denmark,11998,9870,121.56,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Estonia,3027,4935,61.34,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Finland,15279,9870,154.80,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,France,48927,55695,87.85,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Germany,97856,67680,144.59,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Greece,5007,14805,33.82,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Hungary,9865,14805,66.63,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Ireland,10327,9165,112.68,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Italy,24622,53580,45.95,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Latvia,2671,5640,47.36,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Lithuania,5109,7755,65.88,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Luxembourg,946,4230,22.36,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Malta,533,4230,12.60,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2025-05-11,04:30:15,Netherlands,26308,20445,128.68,https://web.archive.org/web/20250511043015/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
